
                            < M A T L A B (R) >
                  Copyright 1984-2020 The MathWorks, Inc.
              R2020a Update 2 (9.8.0.1380330) 64-bit (glnxa64)
                                May 5, 2020

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
[Warning: Column headers from the file were modified to make them valid MATLAB
identifiers before creating variable names for the table. The original column
headers are saved in the VariableDescriptions property.
Set 'PreserveVariableNames' to true to use the original column headers as table
variable names.] 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|       5 |         350 |       00:05:47 |      100.00% |              |       0.0679 |              |      1.0000e-04 |
|       6 |         360 |       00:05:59 |      100.00% |       72.06% |       0.0548 |       0.4954 |      1.0000e-04 |
|       6 |         390 |       00:06:29 |      100.00% |       73.53% |       0.0542 |       0.5012 |      1.0000e-04 |
|       6 |         400 |       00:06:38 |      100.00% |              |       0.0457 |              |      1.0000e-04 |
|       6 |         420 |       00:06:59 |      100.00% |       75.00% |       0.0514 |       0.4856 |      1.0000e-04 |
|       7 |         450 |       00:07:30 |      100.00% |       72.06% |       0.0284 |       0.4935 |      1.0000e-04 |
|       7 |         480 |       00:08:00 |      100.00% |       75.00% |       0.0307 |       0.4830 |      1.0000e-04 |
|       8 |         500 |       00:08:19 |      100.00% |              |       0.0271 |              |      1.0000e-04 |
|       8 |         510 |       00:08:29 |      100.00% |       72.06% |       0.0246 |       0.4835 |      1.0000e-04 |
|       8 |         540 |       00:08:59 |      100.00% |       73.53% |       0.0253 |       0.4864 |      1.0000e-04 |
|       8 |         550 |       00:09:08 |      100.00% |              |       0.0244 |              |      1.0000e-04 |
|       9 |         570 |       00:09:30 |      100.00% |       75.00% |       0.0215 |       0.4796 |      1.0000e-04 |
|       9 |         600 |       00:10:00 |      100.00% |       75.00% |       0.0261 |       0.4827 |      1.0000e-04 |
|       9 |         630 |       00:10:30 |      100.00% |       75.00% |       0.0324 |       0.4748 |      1.0000e-04 |
|      10 |         650 |       00:10:48 |      100.00% |              |       0.0153 |              |      1.0000e-04 |
|      10 |         660 |       00:11:00 |      100.00% |       75.00% |       0.0158 |       0.4768 |      1.0000e-04 |
|      10 |         690 |       00:11:31 |      100.00% |       75.00% |       0.0161 |       0.4762 |      1.0000e-04 |
|      10 |         700 |       00:11:40 |      100.00% |              |       0.0281 |              |      1.0000e-04 |
|      11 |         720 |       00:12:00 |      100.00% |       75.00% |       0.0128 |       0.4735 |      1.0000e-04 |
|      11 |         750 |       00:12:29 |      100.00% |       75.00% |       0.0145 |       0.4786 |      1.0000e-04 |
|      12 |         780 |       00:13:00 |      100.00% |       75.00% |       0.0126 |       0.4721 |      1.0000e-04 |
|      12 |         800 |       00:13:18 |      100.00% |              |       0.0117 |              |      1.0000e-04 |
|      12 |         810 |       00:13:30 |      100.00% |       75.00% |       0.0157 |       0.4748 |      1.0000e-04 |
|      12 |         840 |       00:14:00 |      100.00% |       75.00% |       0.0216 |       0.4708 |      1.0000e-04 |
|      13 |         850 |       00:14:09 |      100.00% |              |       0.0110 |              |      1.0000e-04 |
|      13 |         870 |       00:14:30 |      100.00% |       75.00% |       0.0103 |       0.4719 |      1.0000e-04 |
|      13 |         900 |       00:15:00 |      100.00% |       75.00% |       0.0103 |       0.4721 |      1.0000e-04 |
|      14 |         930 |       00:15:31 |      100.00% |       75.00% |       0.0083 |       0.4712 |      1.0000e-04 |
|      14 |         950 |       00:15:50 |      100.00% |              |       0.0123 |              |      1.0000e-04 |
|      14 |         960 |       00:16:01 |      100.00% |       75.00% |       0.0098 |       0.4754 |      1.0000e-04 |
|      15 |         990 |       00:16:31 |      100.00% |       75.00% |       0.0086 |       0.4704 |      1.0000e-04 |
|      15 |        1000 |       00:16:41 |      100.00% |              |       0.0074 |              |      1.0000e-04 |
|      15 |        1020 |       00:17:01 |      100.00% |       75.00% |       0.0110 |       0.4725 |      1.0000e-04 |
|      15 |        1050 |       00:17:32 |      100.00% |       75.00% |       0.0158 |       0.4704 |      1.0000e-04 |
|      16 |        1080 |       00:18:01 |      100.00% |       75.00% |       0.0074 |       0.4714 |      1.0000e-04 |
|      16 |        1100 |       00:18:19 |      100.00% |              |       0.0080 |              |      1.0000e-04 |
|      16 |        1110 |       00:18:31 |      100.00% |       75.00% |       0.0074 |       0.4721 |      1.0000e-04 |
|      17 |        1140 |       00:19:00 |      100.00% |       75.00% |       0.0060 |       0.4708 |      1.0000e-04 |
|      17 |        1150 |       00:19:09 |      100.00% |              |       0.0068 |              |      1.0000e-04 |
|      17 |        1170 |       00:19:30 |      100.00% |       75.00% |       0.0073 |       0.4748 |      1.0000e-04 |
|      18 |        1200 |       00:19:59 |      100.00% |       75.00% |       0.0065 |       0.4713 |      1.0000e-04 |
|      18 |        1230 |       00:20:29 |      100.00% |       76.47% |       0.0083 |       0.4729 |      1.0000e-04 |
|      18 |        1250 |       00:20:48 |      100.00% |              |       0.0062 |              |      1.0000e-04 |
|      18 |        1260 |       00:20:59 |      100.00% |       75.00% |       0.0124 |       0.4719 |      1.0000e-04 |
|      19 |        1290 |       00:21:29 |      100.00% |       76.47% |       0.0057 |       0.4723 |      1.0000e-04 |
|      19 |        1300 |       00:21:38 |      100.00% |              |       0.0077 |              |      1.0000e-04 |
|      19 |        1320 |       00:21:59 |      100.00% |       76.47% |       0.0058 |       0.4734 |      1.0000e-04 |
|      20 |        1350 |       00:22:29 |      100.00% |       76.47% |       0.0046 |       0.4720 |      1.0000e-04 |
|      20 |        1380 |       00:22:59 |      100.00% |       76.47% |       0.0058 |       0.4753 |      1.0000e-04 |
|      20 |        1400 |       00:23:17 |      100.00% |              |       0.0108 |              |      1.0000e-04 |
|      21 |        1410 |       00:23:28 |      100.00% |       76.47% |       0.0051 |       0.4732 |      1.0000e-04 |
|      21 |        1440 |       00:23:59 |      100.00% |       76.47% |       0.0066 |       0.4741 |      1.0000e-04 |
|      21 |        1450 |       00:24:08 |      100.00% |              |       0.0054 |              |      1.0000e-04 |
|      21 |        1470 |       00:24:29 |      100.00% |       76.47% |       0.0102 |       0.4737 |      1.0000e-04 |
|      22 |        1500 |       00:24:59 |      100.00% |       76.47% |       0.0046 |       0.4738 |      1.0000e-04 |
|      22 |        1530 |       00:25:28 |      100.00% |       76.47% |       0.0047 |       0.4747 |      1.0000e-04 |
|      23 |        1550 |       00:25:45 |      100.00% |              |       0.0045 |              |      1.0000e-04 |
|      23 |        1560 |       00:25:56 |      100.00% |       76.47% |       0.0037 |       0.4739 |      1.0000e-04 |
|      23 |        1590 |       00:26:24 |      100.00% |       76.47% |       0.0048 |       0.4764 |      1.0000e-04 |
|      23 |        1600 |       00:26:33 |      100.00% |              |       0.0044 |              |      1.0000e-04 |
|      24 |        1620 |       00:26:52 |      100.00% |       76.47% |       0.0042 |       0.4750 |      1.0000e-04 |
|      24 |        1650 |       00:27:22 |      100.00% |       76.47% |       0.0055 |       0.4755 |      1.0000e-04 |
|      24 |        1680 |       00:27:52 |      100.00% |       76.47% |       0.0086 |       0.4754 |      1.0000e-04 |
|      25 |        1700 |       00:28:11 |      100.00% |              |       0.0032 |              |      1.0000e-04 |
|      25 |        1710 |       00:28:23 |      100.00% |       76.47% |       0.0039 |       0.4755 |      1.0000e-04 |
|      25 |        1740 |       00:28:53 |      100.00% |       76.47% |       0.0039 |       0.4764 |      1.0000e-04 |
|      25 |        1750 |       00:29:03 |      100.00% |              |       0.0082 |              |      1.0000e-04 |
|      26 |        1770 |       00:29:24 |      100.00% |       76.47% |       0.0030 |       0.4758 |      1.0000e-04 |
|      26 |        1800 |       00:29:54 |      100.00% |       76.47% |       0.0040 |       0.4779 |      1.0000e-04 |
|      27 |        1830 |       00:30:24 |      100.00% |       76.47% |       0.0035 |       0.4770 |      1.0000e-04 |
|      27 |        1850 |       00:30:43 |      100.00% |              |       0.0035 |              |      1.0000e-04 |
|      27 |        1860 |       00:30:54 |      100.00% |       76.47% |       0.0046 |       0.4772 |      1.0000e-04 |
|      27 |        1890 |       00:31:25 |      100.00% |       76.47% |       0.0075 |       0.4773 |      1.0000e-04 |
|      28 |        1900 |       00:31:34 |      100.00% |              |       0.0034 |              |      1.0000e-04 |
|      28 |        1920 |       00:31:55 |      100.00% |       76.47% |       0.0033 |       0.4773 |      1.0000e-04 |
|      28 |        1950 |       00:32:25 |      100.00% |       76.47% |       0.0033 |       0.4781 |      1.0000e-04 |
|      29 |        1980 |       00:32:55 |      100.00% |       76.47% |       0.0026 |       0.4778 |      1.0000e-04 |
|      29 |        2000 |       00:33:14 |      100.00% |              |       0.0042 |              |      1.0000e-04 |
|      29 |        2010 |       00:33:26 |      100.00% |       76.47% |       0.0034 |       0.4794 |      1.0000e-04 |
|      30 |        2040 |       00:33:56 |      100.00% |       76.47% |       0.0031 |       0.4788 |      1.0000e-04 |
|      30 |        2050 |       00:34:05 |      100.00% |              |       0.0024 |              |      1.0000e-04 |
|      30 |        2070 |       00:34:26 |      100.00% |       76.47% |       0.0040 |       0.4790 |      1.0000e-04 |
|      30 |        2100 |       00:34:56 |      100.00% |       76.47% |       0.0066 |       0.4790 |      1.0000e-04 |
|      31 |        2130 |       00:35:26 |      100.00% |       76.47% |       0.0029 |       0.4793 |      1.0000e-04 |
|      31 |        2150 |       00:35:45 |      100.00% |              |       0.0031 |              |      1.0000e-04 |
|      31 |        2160 |       00:35:57 |      100.00% |       76.47% |       0.0029 |       0.4797 |      1.0000e-04 |
|      32 |        2190 |       00:36:26 |      100.00% |       76.47% |       0.0022 |       0.4797 |      1.0000e-04 |
|      32 |        2200 |       00:36:35 |      100.00% |              |       0.0028 |              |      1.0000e-04 |
|      32 |        2220 |       00:36:56 |      100.00% |       76.47% |       0.0030 |       0.4810 |      1.0000e-04 |
|      33 |        2250 |       00:37:25 |      100.00% |       76.47% |       0.0027 |       0.4806 |      1.0000e-04 |
|      33 |        2280 |       00:37:55 |      100.00% |       76.47% |       0.0035 |       0.4808 |      1.0000e-04 |
|      33 |        2300 |       00:38:14 |      100.00% |              |       0.0027 |              |      1.0000e-04 |
|      33 |        2310 |       00:38:25 |      100.00% |       76.47% |       0.0059 |       0.4808 |      1.0000e-04 |
|      34 |        2340 |       00:38:55 |      100.00% |       76.47% |       0.0025 |       0.4812 |      1.0000e-04 |
|      34 |        2350 |       00:39:04 |      100.00% |              |       0.0034 |              |      1.0000e-04 |
|      34 |        2370 |       00:39:25 |      100.00% |       76.47% |       0.0026 |       0.4815 |      1.0000e-04 |
|      35 |        2400 |       00:39:55 |      100.00% |       76.47% |       0.0019 |       0.4815 |      1.0000e-04 |
|      35 |        2430 |       00:40:25 |      100.00% |       76.47% |       0.0027 |       0.4828 |      1.0000e-04 |
|      35 |        2450 |       00:40:43 |      100.00% |              |       0.0055 |              |      1.0000e-04 |
|      36 |        2460 |       00:40:55 |      100.00% |       76.47% |       0.0024 |       0.4823 |      1.0000e-04 |
|      36 |        2490 |       00:41:25 |      100.00% |       76.47% |       0.0031 |       0.4827 |      1.0000e-04 |
|      36 |        2500 |       00:41:34 |      100.00% |              |       0.0026 |              |      1.0000e-04 |
|      36 |        2520 |       00:41:55 |      100.00% |       76.47% |       0.0054 |       0.4826 |      1.0000e-04 |
|      37 |        2550 |       00:42:25 |      100.00% |       76.47% |       0.0023 |       0.4829 |      1.0000e-04 |
|      37 |        2580 |       00:42:55 |      100.00% |       76.47% |       0.0023 |       0.4833 |      1.0000e-04 |
|      38 |        2600 |       00:43:14 |      100.00% |              |       0.0022 |              |      1.0000e-04 |
|      38 |        2610 |       00:43:25 |      100.00% |       76.47% |       0.0017 |       0.4833 |      1.0000e-04 |
|      38 |        2640 |       00:43:56 |      100.00% |       76.47% |       0.0024 |       0.4845 |      1.0000e-04 |
|      38 |        2650 |       00:44:05 |      100.00% |              |       0.0022 |              |      1.0000e-04 |
|      39 |        2670 |       00:44:26 |      100.00% |       76.47% |       0.0021 |       0.4841 |      1.0000e-04 |
|      39 |        2700 |       00:44:56 |      100.00% |       76.47% |       0.0028 |       0.4845 |      1.0000e-04 |
|      39 |        2730 |       00:45:26 |      100.00% |       76.47% |       0.0049 |       0.4845 |      1.0000e-04 |
|      40 |        2750 |       00:45:45 |      100.00% |              |       0.0016 |              |      1.0000e-04 |
|      40 |        2760 |       00:45:57 |      100.00% |       76.47% |       0.0020 |       0.4847 |      1.0000e-04 |
|      40 |        2790 |       00:46:27 |      100.00% |       76.47% |       0.0021 |       0.4852 |      1.0000e-04 |
|      40 |        2800 |       00:46:36 |      100.00% |              |       0.0047 |              |      1.0000e-04 |
|      41 |        2820 |       00:46:57 |      100.00% |       76.47% |       0.0015 |       0.4851 |      1.0000e-04 |
|      41 |        2850 |       00:47:27 |      100.00% |       76.47% |       0.0021 |       0.4863 |      1.0000e-04 |
|      42 |        2880 |       00:47:56 |      100.00% |       76.47% |       0.0019 |       0.4859 |      1.0000e-04 |
|      42 |        2900 |       00:48:14 |      100.00% |              |       0.0019 |              |      1.0000e-04 |
|      42 |        2910 |       00:48:26 |      100.00% |       76.47% |       0.0025 |       0.4863 |      1.0000e-04 |
|      42 |        2940 |       00:48:56 |      100.00% |       76.47% |       0.0045 |       0.4863 |      1.0000e-04 |
|      43 |        2950 |       00:49:05 |      100.00% |              |       0.0018 |              |      1.0000e-04 |
|      43 |        2970 |       00:49:27 |      100.00% |       76.47% |       0.0019 |       0.4865 |      1.0000e-04 |
|      43 |        3000 |       00:49:57 |      100.00% |       76.47% |       0.0019 |       0.4870 |      1.0000e-04 |
|      44 |        3030 |       00:50:27 |      100.00% |       76.47% |       0.0014 |       0.4869 |      1.0000e-04 |
|      44 |        3050 |       00:50:45 |      100.00% |              |       0.0024 |              |      1.0000e-04 |
|      44 |        3060 |       00:50:56 |      100.00% |       76.47% |       0.0019 |       0.4880 |      1.0000e-04 |
|      45 |        3090 |       00:51:27 |      100.00% |       76.47% |       0.0017 |       0.4877 |      1.0000e-04 |
|      45 |        3100 |       00:51:36 |      100.00% |              |       0.0013 |              |      1.0000e-04 |
|      45 |        3120 |       00:51:57 |      100.00% |       76.47% |       0.0023 |       0.4880 |      1.0000e-04 |
|      45 |        3150 |       00:52:27 |      100.00% |       76.47% |       0.0041 |       0.4881 |      1.0000e-04 |
|      46 |        3180 |       00:52:57 |      100.00% |       76.47% |       0.0017 |       0.4883 |      1.0000e-04 |
|      46 |        3200 |       00:53:16 |      100.00% |              |       0.0018 |              |      1.0000e-04 |
|      46 |        3210 |       00:53:27 |      100.00% |       76.47% |       0.0017 |       0.4887 |      1.0000e-04 |
|      47 |        3240 |       00:53:57 |      100.00% |       76.47% |       0.0012 |       0.4887 |      1.0000e-04 |
|      47 |        3250 |       00:54:06 |      100.00% |              |       0.0017 |              |      1.0000e-04 |
|      47 |        3270 |       00:54:27 |      100.00% |       76.47% |       0.0018 |       0.4897 |      1.0000e-04 |
|      48 |        3300 |       00:54:57 |      100.00% |       76.47% |       0.0016 |       0.4894 |      1.0000e-04 |
|      48 |        3330 |       00:55:27 |      100.00% |       76.47% |       0.0021 |       0.4897 |      1.0000e-04 |
|      48 |        3350 |       00:55:45 |      100.00% |              |       0.0016 |              |      1.0000e-04 |
|      48 |        3360 |       00:55:56 |      100.00% |       76.47% |       0.0038 |       0.4898 |      1.0000e-04 |
|      49 |        3390 |       00:56:26 |      100.00% |       76.47% |       0.0016 |       0.4899 |      1.0000e-04 |
|      49 |        3400 |       00:56:35 |      100.00% |              |       0.0020 |              |      1.0000e-04 |
|      49 |        3420 |       00:56:56 |      100.00% |       76.47% |       0.0016 |       0.4904 |      1.0000e-04 |
|      50 |        3450 |       00:57:27 |      100.00% |       76.47% |       0.0011 |       0.4903 |      1.0000e-04 |
|      50 |        3480 |       00:57:57 |      100.00% |       76.47% |       0.0016 |       0.4913 |      1.0000e-04 |
|      50 |        3500 |       00:58:10 |      100.00% |              |       0.0037 |              |      1.0000e-04 |
|      51 |        3510 |       00:58:18 |      100.00% |       76.47% |       0.0014 |       0.4910 |      1.0000e-04 |
|      51 |        3540 |       00:58:37 |      100.00% |       76.47% |       0.0019 |       0.4913 |      1.0000e-04 |
|      51 |        3550 |       00:58:43 |      100.00% |              |       0.0016 |              |      1.0000e-04 |
|      51 |        3570 |       00:58:57 |      100.00% |       76.47% |       0.0036 |       0.4914 |      1.0000e-04 |
|      52 |        3600 |       00:59:17 |      100.00% |       76.47% |       0.0014 |       0.4916 |      1.0000e-04 |
|      52 |        3630 |       00:59:36 |      100.00% |       76.47% |       0.0015 |       0.4920 |      1.0000e-04 |
|      53 |        3650 |       00:59:48 |      100.00% |              |       0.0014 |              |      1.0000e-04 |
|      53 |        3660 |       00:59:56 |      100.00% |       76.47% |       0.0010 |       0.4919 |      1.0000e-04 |
|      53 |        3690 |       01:00:15 |      100.00% |       76.47% |       0.0015 |       0.4929 |      1.0000e-04 |
|      53 |        3700 |       01:00:21 |      100.00% |              |       0.0014 |              |      1.0000e-04 |
|      54 |        3720 |       01:00:35 |      100.00% |       76.47% |       0.0013 |       0.4927 |      1.0000e-04 |
|      54 |        3750 |       01:00:54 |      100.00% |       76.47% |       0.0018 |       0.4930 |      1.0000e-04 |
|      54 |        3780 |       01:01:14 |      100.00% |       76.47% |       0.0033 |       0.4930 |      1.0000e-04 |
|      55 |        3800 |       01:01:26 |      100.00% |              |       0.0010 |              |      1.0000e-04 |
|      55 |        3810 |       01:01:33 |      100.00% |       76.47% |       0.0013 |       0.4932 |      1.0000e-04 |
|      55 |        3840 |       01:01:53 |      100.00% |       76.47% |       0.0014 |       0.4936 |      1.0000e-04 |
|      55 |        3850 |       01:01:59 |      100.00% |              |       0.0033 |              |      1.0000e-04 |
|      56 |        3870 |       01:02:12 |      100.00% |       76.47% |       0.0009 |       0.4936 |      1.0000e-04 |
|      56 |        3900 |       01:02:32 |      100.00% |       76.47% |       0.0014 |       0.4945 |      1.0000e-04 |
|      57 |        3930 |       01:02:52 |      100.00% |       76.47% |       0.0012 |       0.4943 |      1.0000e-04 |
|      57 |        3950 |       01:03:04 |      100.00% |              |       0.0013 |              |      1.0000e-04 |
|      57 |        3960 |       01:03:11 |      100.00% |       76.47% |       0.0017 |       0.4946 |      1.0000e-04 |
|      57 |        3990 |       01:03:31 |      100.00% |       76.47% |       0.0031 |       0.4947 |      1.0000e-04 |
|      58 |        4000 |       01:03:37 |      100.00% |              |       0.0012 |              |      1.0000e-04 |
|      58 |        4020 |       01:03:50 |      100.00% |       76.47% |       0.0013 |       0.4948 |      1.0000e-04 |
|      58 |        4050 |       01:04:10 |      100.00% |       76.47% |       0.0013 |       0.4952 |      1.0000e-04 |
|      59 |        4080 |       01:04:29 |      100.00% |       76.47% |       0.0009 |       0.4952 |      1.0000e-04 |
|      59 |        4100 |       01:04:42 |      100.00% |              |       0.0016 |              |      1.0000e-04 |
|      59 |        4110 |       01:04:49 |      100.00% |       76.47% |       0.0013 |       0.4960 |      1.0000e-04 |
|      60 |        4140 |       01:05:09 |      100.00% |       76.47% |       0.0012 |       0.4959 |      1.0000e-04 |
|      60 |        4150 |       01:05:15 |      100.00% |              |       0.0009 |              |      1.0000e-04 |
|      60 |        4170 |       01:05:28 |      100.00% |       76.47% |       0.0016 |       0.4961 |      1.0000e-04 |
|      60 |        4200 |       01:05:48 |      100.00% |       76.47% |       0.0030 |       0.4962 |      1.0000e-04 |
|      61 |        4230 |       01:06:08 |      100.00% |       76.47% |       0.0012 |       0.4964 |      1.0000e-04 |
|      61 |        4250 |       01:06:20 |      100.00% |              |       0.0013 |              |      1.0000e-04 |
|      61 |        4260 |       01:06:27 |      100.00% |       76.47% |       0.0012 |       0.4967 |      1.0000e-04 |
|      62 |        4290 |       01:06:47 |      100.00% |       76.47% |       0.0008 |       0.4968 |      1.0000e-04 |
|      62 |        4300 |       01:06:53 |      100.00% |              |       0.0011 |              |      1.0000e-04 |
|      62 |        4320 |       01:07:06 |      100.00% |       76.47% |       0.0012 |       0.4975 |      1.0000e-04 |
|      63 |        4350 |       01:07:26 |      100.00% |       76.47% |       0.0011 |       0.4974 |      1.0000e-04 |
|      63 |        4380 |       01:07:45 |      100.00% |       76.47% |       0.0015 |       0.4976 |      1.0000e-04 |
|      63 |        4400 |       01:07:59 |      100.00% |              |       0.0011 |              |      1.0000e-04 |
|      63 |        4410 |       01:08:06 |      100.00% |       76.47% |       0.0028 |       0.4977 |      1.0000e-04 |
|      64 |        4440 |       01:08:26 |      100.00% |       76.47% |       0.0011 |       0.4979 |      1.0000e-04 |
|      64 |        4450 |       01:08:32 |      100.00% |              |       0.0014 |              |      1.0000e-04 |
|      64 |        4470 |       01:08:46 |      100.00% |       76.47% |       0.0011 |       0.4982 |      1.0000e-04 |
|      65 |        4500 |       01:09:06 |      100.00% |       76.47% |       0.0008 |       0.4983 |      1.0000e-04 |
|      65 |        4530 |       01:09:27 |      100.00% |       76.47% |       0.0012 |       0.4990 |      1.0000e-04 |
|      65 |        4550 |       01:09:40 |      100.00% |              |       0.0027 |              |      1.0000e-04 |
|      66 |        4560 |       01:09:48 |      100.00% |       76.47% |       0.0010 |       0.4989 |      1.0000e-04 |
|      66 |        4590 |       01:10:07 |      100.00% |       76.47% |       0.0014 |       0.4991 |      1.0000e-04 |
|      66 |        4600 |       01:10:14 |      100.00% |              |       0.0011 |              |      1.0000e-04 |
|      66 |        4620 |       01:10:28 |      100.00% |       76.47% |       0.0027 |       0.4991 |      1.0000e-04 |
|      67 |        4650 |       01:10:48 |      100.00% |       76.47% |       0.0010 |       0.4994 |      1.0000e-04 |
|      67 |        4680 |       01:11:07 |      100.00% |       76.47% |       0.0011 |       0.4996 |      1.0000e-04 |
|      68 |        4700 |       01:11:20 |      100.00% |              |       0.0010 |              |      1.0000e-04 |
|      68 |        4710 |       01:11:27 |      100.00% |       76.47% |       0.0007 |       0.4997 |      1.0000e-04 |
|      68 |        4740 |       01:11:47 |      100.00% |       76.47% |       0.0011 |       0.5004 |      1.0000e-04 |
|      68 |        4750 |       01:11:53 |      100.00% |              |       0.0010 |              |      1.0000e-04 |
|      69 |        4770 |       01:12:07 |      100.00% |       76.47% |       0.0010 |       0.5003 |      1.0000e-04 |
|      69 |        4800 |       01:12:27 |      100.00% |       76.47% |       0.0013 |       0.5005 |      1.0000e-04 |
|      69 |        4830 |       01:12:46 |      100.00% |       76.47% |       0.0025 |       0.5006 |      1.0000e-04 |
|      70 |        4850 |       01:12:59 |      100.00% |              |       0.0007 |              |      1.0000e-04 |
|      70 |        4860 |       01:13:06 |      100.00% |       76.47% |       0.0010 |       0.5008 |      1.0000e-04 |
|      70 |        4890 |       01:13:26 |      100.00% |       76.47% |       0.0010 |       0.5010 |      1.0000e-04 |
|      70 |        4900 |       01:13:32 |      100.00% |              |       0.0025 |              |      1.0000e-04 |
|      71 |        4920 |       01:13:45 |      100.00% |       76.47% |       0.0007 |       0.5011 |      1.0000e-04 |
|      71 |        4950 |       01:14:06 |      100.00% |       76.47% |       0.0010 |       0.5017 |      1.0000e-04 |
|      72 |        4980 |       01:14:25 |      100.00% |       76.47% |       0.0009 |       0.5017 |      1.0000e-04 |
|      72 |        5000 |       01:14:38 |      100.00% |              |       0.0009 |              |      1.0000e-04 |
|      72 |        5010 |       01:14:45 |      100.00% |       76.47% |       0.0012 |       0.5019 |      1.0000e-04 |
|      72 |        5040 |       01:15:04 |      100.00% |       76.47% |       0.0024 |       0.5019 |      1.0000e-04 |
|      73 |        5050 |       01:15:11 |      100.00% |              |       0.0009 |              |      1.0000e-04 |
|      73 |        5070 |       01:15:24 |      100.00% |       76.47% |       0.0009 |       0.5022 |      1.0000e-04 |
|      73 |        5100 |       01:15:44 |      100.00% |       76.47% |       0.0010 |       0.5024 |      1.0000e-04 |
|      74 |        5130 |       01:16:03 |      100.00% |       76.47% |       0.0006 |       0.5025 |      1.0000e-04 |
|      74 |        5150 |       01:16:16 |      100.00% |              |       0.0012 |              |      1.0000e-04 |
|      74 |        5160 |       01:16:23 |      100.00% |       76.47% |       0.0010 |       0.5031 |      1.0000e-04 |
|      75 |        5190 |       01:16:43 |      100.00% |       76.47% |       0.0009 |       0.5031 |      1.0000e-04 |
|      75 |        5200 |       01:16:49 |      100.00% |              |       0.0006 |              |      1.0000e-04 |
|      75 |        5220 |       01:17:03 |      100.00% |       76.47% |       0.0012 |       0.5033 |      1.0000e-04 |
|      75 |        5250 |       01:17:22 |      100.00% |       76.47% |       0.0023 |       0.5033 |      1.0000e-04 |
|      76 |        5280 |       01:17:42 |      100.00% |       76.47% |       0.0009 |       0.5036 |      1.0000e-04 |
|      76 |        5300 |       01:17:54 |      100.00% |              |       0.0009 |              |      1.0000e-04 |
|      76 |        5310 |       01:18:02 |      100.00% |       76.47% |       0.0009 |       0.5038 |      1.0000e-04 |
|      77 |        5340 |       01:18:21 |      100.00% |       76.47% |       0.0006 |       0.5039 |      1.0000e-04 |
|      77 |        5350 |       01:18:28 |      100.00% |              |       0.0009 |              |      1.0000e-04 |
|      77 |        5370 |       01:18:41 |      100.00% |       76.47% |       0.0009 |       0.5045 |      1.0000e-04 |
|      78 |        5400 |       01:19:01 |      100.00% |       76.47% |       0.0008 |       0.5044 |      1.0000e-04 |
|      78 |        5430 |       01:19:21 |      100.00% |       76.47% |       0.0011 |       0.5047 |      1.0000e-04 |
|      78 |        5450 |       01:19:33 |      100.00% |              |       0.0009 |              |      1.0000e-04 |
