
                            < M A T L A B (R) >
                  Copyright 1984-2020 The MathWorks, Inc.
              R2020a Update 2 (9.8.0.1380330) 64-bit (glnxa64)
                                May 5, 2020

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
[Warning: Column headers from the file were modified to make them valid MATLAB
identifiers before creating variable names for the table. The original column
headers are saved in the VariableDescriptions property.
Set 'PreserveVariableNames' to true to use the original column headers as table
variable names.] 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      88 |        4900 |       04:55:03 |      100.00% |              |   8.0348e-06 |              |      1.0000e-04 |
|      88 |        4920 |       04:56:18 |      100.00% |       94.12% |       0.0004 |       0.2074 |      1.0000e-04 |
|      89 |        4950 |       04:58:09 |      100.00% |       95.59% |   7.3185e-05 |       0.2082 |      1.0000e-04 |
|      89 |        4980 |       05:00:00 |      100.00% |       94.12% |   2.2210e-05 |       0.2079 |      1.0000e-04 |
|      90 |        5000 |       05:01:11 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|      90 |        5010 |       05:01:49 |      100.00% |       95.59% |   2.6418e-05 |       0.2086 |      1.0000e-04 |
|      90 |        5040 |       05:03:36 |      100.00% |       95.59% |       0.0008 |       0.2082 |      1.0000e-04 |
|      91 |        5050 |       05:04:11 |      100.00% |              |   3.2064e-05 |              |      1.0000e-04 |
|      91 |        5070 |       05:05:24 |      100.00% |       95.59% |   2.9422e-05 |       0.2091 |      1.0000e-04 |
|      92 |        5100 |       05:07:13 |      100.00% |       95.59% |   5.3572e-05 |       0.2086 |      1.0000e-04 |
|      92 |        5130 |       05:09:07 |      100.00% |       95.59% |       0.0002 |       0.2096 |      1.0000e-04 |
|      92 |        5150 |       05:10:17 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|      93 |        5160 |       05:10:55 |      100.00% |       95.59% |       0.0002 |       0.2093 |      1.0000e-04 |
|      93 |        5190 |       05:12:44 |      100.00% |       95.59% |   5.8734e-05 |       0.2098 |      1.0000e-04 |
|      93 |        5200 |       05:13:19 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|      94 |        5220 |       05:14:33 |      100.00% |       95.59% |   3.2307e-05 |       0.2099 |      1.0000e-04 |
|      94 |        5250 |       05:16:22 |      100.00% |       95.59% |   5.9963e-06 |       0.2099 |      1.0000e-04 |
|      95 |        5280 |       05:18:10 |      100.00% |       95.59% |       0.0002 |       0.2102 |      1.0000e-04 |
|      95 |        5300 |       05:19:20 |      100.00% |              |   2.5667e-05 |              |      1.0000e-04 |
|      95 |        5310 |       05:19:59 |      100.00% |       95.59% |   5.4080e-05 |       0.2099 |      1.0000e-04 |
|      96 |        5340 |       05:21:48 |      100.00% |       95.59% |   2.1757e-05 |       0.2106 |      1.0000e-04 |
|      96 |        5350 |       05:22:23 |      100.00% |              |   2.0349e-05 |              |      1.0000e-04 |
|      96 |        5370 |       05:23:36 |      100.00% |       95.59% |   8.2031e-05 |       0.2101 |      1.0000e-04 |
|      97 |        5400 |       05:25:24 |      100.00% |       95.59% |   3.1313e-05 |       0.2108 |      1.0000e-04 |
|      97 |        5430 |       05:27:12 |      100.00% |       95.59% |       0.0003 |       0.2101 |      1.0000e-04 |
|      98 |        5450 |       05:28:23 |      100.00% |              |   3.7473e-05 |              |      1.0000e-04 |
|      98 |        5460 |       05:29:01 |      100.00% |       95.59% |   3.5882e-06 |       0.2109 |      1.0000e-04 |
|      99 |        5490 |       05:30:50 |      100.00% |       95.59% |       0.0001 |       0.2102 |      1.0000e-04 |
|      99 |        5500 |       05:31:26 |      100.00% |              |   2.2949e-05 |              |      1.0000e-04 |
|      99 |        5520 |       05:32:42 |      100.00% |       95.59% |   3.7345e-05 |       0.2111 |      1.0000e-04 |
|     100 |        5550 |       05:34:30 |      100.00% |       95.59% |       0.0003 |       0.2103 |      1.0000e-04 |
|     100 |        5580 |       05:36:18 |      100.00% |       95.59% |   1.8550e-05 |       0.2113 |      1.0000e-04 |
|     100 |        5600 |       05:37:30 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     101 |        5610 |       05:38:08 |      100.00% |       95.59% |   2.1185e-05 |       0.2110 |      1.0000e-04 |
|     101 |        5640 |       05:39:57 |      100.00% |       95.59% |       0.0001 |       0.2112 |      1.0000e-04 |
|     101 |        5650 |       05:40:32 |      100.00% |              |   6.1291e-05 |              |      1.0000e-04 |
|     102 |        5670 |       05:41:45 |      100.00% |       95.59% |   1.1158e-05 |       0.2113 |      1.0000e-04 |
|     102 |        5700 |       05:43:32 |      100.00% |       95.59% |   9.3344e-06 |       0.2112 |      1.0000e-04 |
|     103 |        5730 |       05:45:22 |      100.00% |       95.59% |   2.8095e-05 |       0.2115 |      1.0000e-04 |
|     103 |        5750 |       05:46:32 |      100.00% |              |   3.5914e-05 |              |      1.0000e-04 |
|     103 |        5760 |       05:47:10 |      100.00% |       95.59% |       0.0001 |       0.2109 |      1.0000e-04 |
|     104 |        5790 |       05:49:03 |      100.00% |       95.59% |   2.2550e-05 |       0.2117 |      1.0000e-04 |
|     104 |        5800 |       05:49:37 |      100.00% |              |   3.3327e-05 |              |      1.0000e-04 |
|     104 |        5820 |       05:50:54 |      100.00% |       95.59% |   4.6492e-06 |       0.2107 |      1.0000e-04 |
|     105 |        5850 |       05:52:49 |      100.00% |       95.59% |   2.2103e-05 |       0.2116 |      1.0000e-04 |
|     105 |        5880 |       05:54:38 |      100.00% |       95.59% |       0.0003 |       0.2105 |      1.0000e-04 |
|     106 |        5900 |       05:55:49 |      100.00% |              |   1.5522e-05 |              |      1.0000e-04 |
|     106 |        5910 |       05:56:27 |      100.00% |       95.59% |   1.2946e-05 |       0.2116 |      1.0000e-04 |
|     107 |        5940 |       05:58:15 |      100.00% |       95.59% |   2.3640e-05 |       0.2105 |      1.0000e-04 |
|     107 |        5950 |       05:58:50 |      100.00% |              |   9.4057e-06 |              |      1.0000e-04 |
|     107 |        5970 |       06:00:03 |      100.00% |       95.59% |   7.6654e-05 |       0.2115 |      1.0000e-04 |
|     108 |        6000 |       06:01:51 |      100.00% |       95.59% |       0.0001 |       0.2108 |      1.0000e-04 |
|     108 |        6030 |       06:03:39 |      100.00% |       95.59% |   3.0400e-05 |       0.2113 |      1.0000e-04 |
|     109 |        6050 |       06:04:50 |      100.00% |              |   6.9299e-05 |              |      1.0000e-04 |
|     109 |        6060 |       06:05:28 |      100.00% |       95.59% |   1.4520e-05 |       0.2112 |      1.0000e-04 |
|     109 |        6090 |       06:07:16 |      100.00% |       95.59% |   2.4319e-06 |       0.2111 |      1.0000e-04 |
|     109 |        6100 |       06:07:52 |      100.00% |              |   3.4213e-06 |              |      1.0000e-04 |
|     110 |        6120 |       06:09:05 |      100.00% |       95.59% |       0.0001 |       0.2113 |      1.0000e-04 |
|     110 |        6150 |       06:10:54 |      100.00% |       95.59% |   2.9017e-05 |       0.2108 |      1.0000e-04 |
|     111 |        6180 |       06:12:43 |      100.00% |       95.59% |   1.3793e-05 |       0.2114 |      1.0000e-04 |
|     111 |        6200 |       06:13:53 |      100.00% |              |   9.2834e-05 |              |      1.0000e-04 |
|     111 |        6210 |       06:14:31 |      100.00% |       95.59% |   4.0224e-05 |       0.2105 |      1.0000e-04 |
|     112 |        6240 |       06:16:19 |      100.00% |       95.59% |   1.5235e-05 |       0.2114 |      1.0000e-04 |
|     112 |        6250 |       06:16:54 |      100.00% |              |   6.5803e-05 |              |      1.0000e-04 |
|     112 |        6270 |       06:18:07 |      100.00% |       95.59% |       0.0002 |       0.2102 |      1.0000e-04 |
|     113 |        6300 |       06:19:54 |      100.00% |       95.59% |   1.9789e-06 |       0.2113 |      1.0000e-04 |
|     114 |        6330 |       06:21:49 |      100.00% |       95.59% |   5.8025e-05 |       0.2100 |      1.0000e-04 |
|     114 |        6350 |       06:23:01 |      100.00% |              |   1.4365e-05 |              |      1.0000e-04 |
|     114 |        6360 |       06:23:39 |      100.00% |       95.59% |   2.6621e-05 |       0.2112 |      1.0000e-04 |
|     115 |        6390 |       06:25:28 |      100.00% |       95.59% |       0.0002 |       0.2102 |      1.0000e-04 |
|     115 |        6400 |       06:26:04 |      100.00% |              |       0.0001 |              |      1.0000e-04 |
|     115 |        6420 |       06:27:19 |      100.00% |       95.59% |   9.8826e-06 |       0.2111 |      1.0000e-04 |
|     116 |        6450 |       06:29:08 |      100.00% |       95.59% |   1.4389e-05 |       0.2108 |      1.0000e-04 |
|     116 |        6480 |       06:30:55 |      100.00% |       95.59% |   8.4284e-05 |       0.2109 |      1.0000e-04 |
|     117 |        6500 |       06:32:05 |      100.00% |              |   1.9443e-05 |              |      1.0000e-04 |
|     117 |        6510 |       06:32:43 |      100.00% |       95.59% |   7.7606e-06 |       0.2112 |      1.0000e-04 |
|     117 |        6540 |       06:34:30 |      100.00% |       95.59% |   5.3884e-06 |       0.2107 |      1.0000e-04 |
|     117 |        6550 |       06:35:05 |      100.00% |              |       0.0001 |              |      1.0000e-04 |
|     118 |        6570 |       06:36:17 |      100.00% |       95.59% |   1.5188e-05 |       0.2114 |      1.0000e-04 |
|     118 |        6600 |       06:38:04 |      100.00% |       95.59% |   7.8931e-05 |       0.2105 |      1.0000e-04 |
|     119 |        6630 |       06:39:51 |      100.00% |       95.59% |   1.2041e-05 |       0.2116 |      1.0000e-04 |
|     119 |        6650 |       06:41:02 |      100.00% |              |   1.7405e-06 |              |      1.0000e-04 |
|     119 |        6660 |       06:41:40 |      100.00% |       95.59% |   2.0504e-06 |       0.2104 |      1.0000e-04 |
|     120 |        6690 |       06:43:29 |      100.00% |       95.59% |   2.0756e-05 |       0.2116 |      1.0000e-04 |
|     120 |        6700 |       06:44:04 |      100.00% |              |   8.5951e-06 |              |      1.0000e-04 |
|     120 |        6720 |       06:45:16 |      100.00% |       95.59% |       0.0002 |       0.2103 |      1.0000e-04 |
|     121 |        6750 |       06:47:04 |      100.00% |       95.59% |   8.5593e-06 |       0.2117 |      1.0000e-04 |
|     122 |        6780 |       06:48:53 |      100.00% |       95.59% |   1.8347e-05 |       0.2104 |      1.0000e-04 |
|     122 |        6800 |       06:50:08 |      100.00% |              |   1.1099e-05 |              |      1.0000e-04 |
|     122 |        6810 |       06:50:49 |      100.00% |       95.59% |   5.2497e-05 |       0.2117 |      1.0000e-04 |
|     123 |        6840 |       06:52:43 |      100.00% |       95.59% |   6.8409e-05 |       0.2113 |      1.0000e-04 |
|     123 |        6850 |       06:53:18 |      100.00% |              |   1.2982e-05 |              |      1.0000e-04 |
|     123 |        6870 |       06:54:30 |      100.00% |       95.59% |   2.1125e-05 |       0.2118 |      1.0000e-04 |
|     124 |        6900 |       06:56:17 |      100.00% |       95.59% |   9.5607e-06 |       0.2121 |      1.0000e-04 |
|     124 |        6930 |       06:58:04 |      100.00% |       95.59% |   1.5616e-06 |       0.2119 |      1.0000e-04 |
|     125 |        6950 |       06:59:14 |      100.00% |              |       0.0001 |              |      1.0000e-04 |
|     125 |        6960 |       06:59:51 |      100.00% |       95.59% |   7.9268e-05 |       0.2126 |      1.0000e-04 |
|     125 |        6990 |       07:01:38 |      100.00% |       95.59% |   2.0111e-05 |       0.2118 |      1.0000e-04 |
|     125 |        7000 |       07:02:13 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|     126 |        7020 |       07:03:26 |      100.00% |       95.59% |   1.0145e-05 |       0.2131 |      1.0000e-04 |
|     126 |        7050 |       07:05:17 |      100.00% |       95.59% |   2.4594e-05 |       0.2118 |      1.0000e-04 |
|     127 |        7080 |       07:07:08 |      100.00% |       95.59% |   9.6204e-06 |       0.2134 |      1.0000e-04 |
|     127 |        7100 |       07:08:18 |      100.00% |              |   4.3751e-06 |              |      1.0000e-04 |
|     127 |        7110 |       07:08:58 |      100.00% |       95.59% |       0.0001 |       0.2119 |      1.0000e-04 |
|     128 |        7140 |       07:10:53 |      100.00% |       95.59% |   1.2875e-06 |       0.2137 |      1.0000e-04 |
|     128 |        7150 |       07:11:30 |      100.00% |              |   1.8800e-05 |              |      1.0000e-04 |
|     129 |        7170 |       07:12:43 |      100.00% |       95.59% |   3.8340e-05 |       0.2119 |      1.0000e-04 |
|     129 |        7200 |       07:14:31 |      100.00% |       95.59% |   1.8931e-05 |       0.2137 |      1.0000e-04 |
|     130 |        7230 |       07:16:18 |      100.00% |       95.59% |       0.0001 |       0.2124 |      1.0000e-04 |
|     130 |        7250 |       07:17:29 |      100.00% |              |   1.8705e-05 |              |      1.0000e-04 |
|     130 |        7260 |       07:18:08 |      100.00% |       95.59% |   6.6877e-06 |       0.2134 |      1.0000e-04 |
|     131 |        7290 |       07:19:55 |      100.00% |       95.59% |   9.1793e-06 |       0.2133 |      1.0000e-04 |
|     131 |        7300 |       07:20:30 |      100.00% |              |   8.9886e-06 |              |      1.0000e-04 |
|     131 |        7320 |       07:21:42 |      100.00% |       95.59% |   6.4473e-05 |       0.2133 |      1.0000e-04 |
|     132 |        7350 |       07:23:30 |      100.00% |       95.59% |   6.8665e-06 |       0.2144 |      1.0000e-04 |
|     132 |        7380 |       07:25:17 |      100.00% |       95.59% |   4.0174e-06 |       0.2134 |      1.0000e-04 |
|     133 |        7400 |       07:26:27 |      100.00% |              |   5.2915e-05 |              |      1.0000e-04 |
|     133 |        7410 |       07:27:04 |      100.00% |       95.59% |   9.3463e-06 |       0.2152 |      1.0000e-04 |
|     133 |        7440 |       07:28:52 |      100.00% |       95.59% |   4.9284e-05 |       0.2134 |      1.0000e-04 |
|     134 |        7450 |       07:29:27 |      100.00% |              |   3.3547e-05 |              |      1.0000e-04 |
|     134 |        7470 |       07:30:40 |      100.00% |       95.59% |   7.8441e-06 |       0.2158 |      1.0000e-04 |
|     134 |        7500 |       07:32:30 |      100.00% |       95.59% |   1.1444e-06 |       0.2140 |      1.0000e-04 |
|     135 |        7530 |       07:34:20 |      100.00% |       95.59% |   1.8288e-05 |       0.2168 |      1.0000e-04 |
|     135 |        7550 |       07:35:32 |      100.00% |              |   1.6034e-05 |              |      1.0000e-04 |
|     135 |        7560 |       07:36:11 |      100.00% |       95.59% |       0.0001 |       0.2145 |      1.0000e-04 |
|     136 |        7590 |       07:38:02 |      100.00% |       95.59% |   6.0439e-06 |       0.2173 |      1.0000e-04 |
|     136 |        7600 |       07:38:37 |      100.00% |              |   5.7290e-05 |              |      1.0000e-04 |
|     137 |        7620 |       07:39:50 |      100.00% |       95.59% |   1.8132e-05 |       0.2151 |      1.0000e-04 |
|     137 |        7650 |       07:41:38 |      100.00% |       95.59% |   3.8387e-05 |       0.2183 |      1.0000e-04 |
|     138 |        7680 |       07:43:25 |      100.00% |       95.59% |   4.5982e-05 |       0.2172 |      1.0000e-04 |
|     138 |        7700 |       07:44:36 |      100.00% |              |   1.0014e-06 |              |      1.0000e-04 |
|     138 |        7710 |       07:45:15 |      100.00% |       95.59% |   1.4389e-05 |       0.2189 |      1.0000e-04 |
|     139 |        7740 |       07:47:04 |      100.00% |       95.59% |   7.0573e-06 |       0.2190 |      1.0000e-04 |
|     139 |        7750 |       07:47:40 |      100.00% |              |   6.9977e-06 |              |      1.0000e-04 |
|     139 |        7770 |       07:48:53 |      100.00% |       95.59% |   1.1325e-06 |       0.2194 |      1.0000e-04 |
|     140 |        7800 |       07:50:41 |      100.00% |       95.59% |   4.6454e-05 |       0.2206 |      1.0000e-04 |
|     140 |        7830 |       07:52:28 |      100.00% |       95.59% |   1.4747e-05 |       0.2192 |      1.0000e-04 |
|     141 |        7850 |       07:53:37 |      100.00% |              |   5.7221e-06 |              |      1.0000e-04 |
|     141 |        7860 |       07:54:15 |      100.00% |       95.59% |   7.5461e-06 |       0.2232 |      1.0000e-04 |
|     141 |        7890 |       07:56:08 |      100.00% |       95.59% |   1.2577e-05 |       0.2198 |      1.0000e-04 |
|     142 |        7900 |       07:56:45 |      100.00% |              |   1.8037e-05 |              |      1.0000e-04 |
|     142 |        7920 |       07:57:58 |      100.00% |       95.59% |   6.2586e-06 |       0.2244 |      1.0000e-04 |
|     142 |        7950 |       07:59:46 |      100.00% |       95.59% |   6.9432e-05 |       0.2203 |      1.0000e-04 |
|     143 |        7980 |       08:01:41 |      100.00% |       95.59% |   8.7023e-07 |       0.2248 |      1.0000e-04 |
|     143 |        8000 |       08:02:54 |      100.00% |              |   3.5633e-05 |              |      1.0000e-04 |
|     144 |        8010 |       08:03:33 |      100.00% |       95.59% |   2.4713e-05 |       0.2214 |      1.0000e-04 |
|     144 |        8040 |       08:05:22 |      100.00% |       95.59% |   1.2195e-05 |       0.2268 |      1.0000e-04 |
|     144 |        8050 |       08:05:58 |      100.00% |              |   1.0610e-06 |              |      1.0000e-04 |
|     145 |        8070 |       08:07:15 |      100.00% |       95.59% |   7.4582e-05 |       0.2228 |      1.0000e-04 |
|     145 |        8100 |       08:09:06 |      100.00% |       95.59% |   4.6969e-06 |       0.2277 |      1.0000e-04 |
|     146 |        8130 |       08:10:53 |      100.00% |       95.59% |   4.7327e-06 |       0.2268 |      1.0000e-04 |
|     146 |        8150 |       08:12:03 |      100.00% |              |   4.8399e-06 |              |      1.0000e-04 |
|     146 |        8160 |       08:12:41 |      100.00% |       95.59% |   4.3752e-05 |       0.2294 |      1.0000e-04 |
|     147 |        8190 |       08:14:33 |      100.00% |       95.59% |   6.0201e-06 |       0.2290 |      1.0000e-04 |
|     147 |        8200 |       08:15:11 |      100.00% |              |   5.5075e-06 |              |      1.0000e-04 |
|     147 |        8220 |       08:16:28 |      100.00% |       95.59% |   3.2306e-06 |       0.2288 |      1.0000e-04 |
|     148 |        8250 |       08:18:16 |      100.00% |       95.59% |   4.9473e-06 |       0.2331 |      1.0000e-04 |
|     148 |        8280 |       08:20:04 |      100.00% |       95.59% |   2.9386e-05 |       0.2299 |      1.0000e-04 |
|     149 |        8300 |       08:21:14 |      100.00% |              |   6.0797e-06 |              |      1.0000e-04 |
|     149 |        8310 |       08:21:52 |      100.00% |       95.59% |   5.1499e-06 |       0.2357 |      1.0000e-04 |
|     149 |        8340 |       08:23:47 |      100.00% |       95.59% |   7.2718e-07 |       0.2309 |      1.0000e-04 |
|     150 |        8350 |       08:24:24 |      100.00% |              |   6.1217e-05 |              |      1.0000e-04 |
|     150 |        8370 |       08:25:40 |      100.00% |       95.59% |   1.3304e-05 |       0.2368 |      1.0000e-04 |
|     150 |        8400 |       08:27:30 |      100.00% |       95.59% |   9.1183e-05 |       0.2319 |      1.0000e-04 |
|     151 |        8430 |       08:29:18 |      100.00% |       95.59% |   4.2319e-06 |       0.2398 |      1.0000e-04 |
|     151 |        8450 |       08:30:28 |      100.00% |              |   8.0467e-06 |              |      1.0000e-04 |
|     152 |        8460 |       08:31:06 |      100.00% |       95.59% |   1.3924e-05 |       0.2347 |      1.0000e-04 |
|     152 |        8490 |       08:32:55 |      100.00% |       95.59% |   2.4379e-05 |       0.2412 |      1.0000e-04 |
|     152 |        8500 |       08:33:30 |      100.00% |              |   2.8014e-06 |              |      1.0000e-04 |
|     153 |        8520 |       08:34:44 |      100.00% |       95.59% |   2.6418e-05 |       0.2382 |      1.0000e-04 |
|     153 |        8550 |       08:36:33 |      100.00% |       95.59% |   6.8189e-06 |       0.2440 |      1.0000e-04 |
|     154 |        8580 |       08:38:22 |      100.00% |       95.59% |   5.1141e-06 |       0.2431 |      1.0000e-04 |
|     154 |        8600 |       08:39:33 |      100.00% |              |   8.8454e-06 |              |      1.0000e-04 |
|     154 |        8610 |       08:40:11 |      100.00% |       95.59% |   1.0014e-06 |       0.2440 |      1.0000e-04 |
|     155 |        8640 |       08:41:58 |      100.00% |       95.59% |   2.7717e-05 |       0.2491 |      1.0000e-04 |
|     155 |        8650 |       08:42:33 |      100.00% |              |   1.2410e-05 |              |      1.0000e-04 |
|     155 |        8670 |       08:43:45 |      100.00% |       95.59% |   1.0073e-05 |       0.2447 |      1.0000e-04 |
|     156 |        8700 |       08:45:33 |      100.00% |       95.59% |   5.0664e-06 |       0.2510 |      1.0000e-04 |
|     156 |        8730 |       08:47:20 |      100.00% |       95.59% |   5.8175e-06 |       0.2464 |      1.0000e-04 |
|     157 |        8750 |       08:48:31 |      100.00% |              |   4.5419e-06 |              |      1.0000e-04 |
|     157 |        8760 |       08:49:09 |      100.00% |       95.59% |   3.7551e-06 |       0.2545 |      1.0000e-04 |
|     157 |        8790 |       08:50:56 |      100.00% |       95.59% |   4.8830e-05 |       0.2480 |      1.0000e-04 |
|     158 |        8800 |       08:51:31 |      100.00% |              |   2.1113e-05 |              |      1.0000e-04 |
|     158 |        8820 |       08:52:43 |      100.00% |       94.12% |   5.4836e-07 |       0.2573 |      1.0000e-04 |
|     159 |        8850 |       08:54:30 |      100.00% |       95.59% |   1.1599e-05 |       0.2499 |      1.0000e-04 |
|     159 |        8880 |       08:56:17 |      100.00% |       95.59% |   7.2599e-06 |       0.2594 |      1.0000e-04 |
|     159 |        8900 |       08:57:27 |      100.00% |              |   4.7684e-07 |              |      1.0000e-04 |
|     160 |        8910 |       08:58:05 |      100.00% |       95.59% |   4.3572e-05 |       0.2539 |      1.0000e-04 |
|     160 |        8940 |       08:59:52 |      100.00% |       94.12% |   3.3498e-06 |       0.2636 |      1.0000e-04 |
|     160 |        8950 |       09:00:28 |      100.00% |              |   8.5116e-06 |              |      1.0000e-04 |
|     161 |        8970 |       09:01:43 |      100.00% |       95.59% |   2.1458e-06 |       0.2598 |      1.0000e-04 |
|     161 |        9000 |       09:03:31 |      100.00% |       95.59% |   2.3664e-05 |       0.2644 |      1.0000e-04 |
|     162 |        9030 |       09:05:18 |      100.00% |       95.59% |   3.7670e-06 |       0.2675 |      1.0000e-04 |
|     162 |        9050 |       09:06:27 |      100.00% |              |   1.9229e-05 |              |      1.0000e-04 |
|     162 |        9060 |       09:07:05 |      100.00% |       95.59% |   1.9312e-06 |       0.2677 |      1.0000e-04 |
|     163 |        9090 |       09:08:52 |      100.00% |       95.59% |   1.3709e-06 |       0.2698 |      1.0000e-04 |
|     163 |        9100 |       09:09:27 |      100.00% |              |   4.4107e-07 |              |      1.0000e-04 |
|     163 |        9120 |       09:10:40 |      100.00% |       95.59% |   1.9503e-05 |       0.2654 |      1.0000e-04 |
|     164 |        9150 |       09:12:29 |      100.00% |       95.59% |   3.3736e-06 |       0.2752 |      1.0000e-04 |
|     164 |        9180 |       09:14:25 |      100.00% |       95.59% |   4.1723e-07 |       0.2678 |      1.0000e-04 |
|     165 |        9200 |       09:15:36 |      100.00% |              |   1.6833e-05 |              |      1.0000e-04 |
|     165 |        9210 |       09:16:14 |      100.00% |       95.59% |   9.0720e-06 |       0.2762 |      1.0000e-04 |
|     165 |        9240 |       09:18:02 |      100.00% |       95.59% |   5.3861e-05 |       0.2681 |      1.0000e-04 |
|     166 |        9250 |       09:18:37 |      100.00% |              |   1.7405e-06 |              |      1.0000e-04 |
|     166 |        9270 |       09:19:50 |      100.00% |       94.12% |   2.9922e-06 |       0.2834 |      1.0000e-04 |
|     167 |        9300 |       09:21:38 |      100.00% |       97.06% |   9.7038e-06 |       0.2733 |      1.0000e-04 |
|     167 |        9330 |       09:23:25 |      100.00% |       94.12% |   1.4961e-05 |       0.2829 |      1.0000e-04 |
|     167 |        9350 |       09:24:35 |      100.00% |              |   3.6932e-05 |              |      1.0000e-04 |
|     168 |        9360 |       09:25:13 |      100.00% |       97.06% |   1.2183e-05 |       0.2802 |      1.0000e-04 |
|     168 |        9390 |       09:27:02 |      100.00% |       97.06% |   2.5153e-06 |       0.2900 |      1.0000e-04 |
|     168 |        9400 |       09:27:37 |      100.00% |              |   1.7643e-05 |              |      1.0000e-04 |
|     169 |        9420 |       09:28:51 |      100.00% |       97.06% |   2.3604e-06 |       0.2864 |      1.0000e-04 |
|     169 |        9450 |       09:30:39 |      100.00% |       97.06% |   1.1683e-06 |       0.2925 |      1.0000e-04 |
|     170 |        9480 |       09:32:25 |      100.00% |       97.06% |   1.3209e-05 |       0.2919 |      1.0000e-04 |
|     170 |        9500 |       09:33:36 |      100.00% |              |   2.7418e-06 |              |      1.0000e-04 |
|     170 |        9510 |       09:34:14 |      100.00% |       97.06% |   5.9367e-06 |       0.2952 |      1.0000e-04 |
|     171 |        9540 |       09:36:02 |      100.00% |       97.06% |   3.1471e-06 |       0.2952 |      1.0000e-04 |
|     171 |        9550 |       09:36:37 |      100.00% |              |   2.5988e-06 |              |      1.0000e-04 |
|     171 |        9570 |       09:37:52 |      100.00% |       97.06% |   2.0266e-06 |       0.2913 |      1.0000e-04 |
|     172 |        9600 |       09:39:41 |      100.00% |       97.06% |   2.4557e-06 |       0.2924 |      1.0000e-04 |
|     172 |        9630 |       09:41:30 |      100.00% |       97.06% |   3.3451e-05 |       0.2887 |      1.0000e-04 |
|     173 |        9650 |       09:42:41 |      100.00% |              |   6.5565e-07 |              |      1.0000e-04 |
|     173 |        9660 |       09:43:19 |      100.00% |       97.06% |   3.9339e-07 |       0.2903 |      1.0000e-04 |
|     174 |        9690 |       09:45:08 |      100.00% |       97.06% |   4.1962e-06 |       0.2860 |      1.0000e-04 |
|     174 |        9700 |       09:45:44 |      100.00% |              |   1.5378e-06 |              |      1.0000e-04 |
|     174 |        9720 |       09:46:59 |      100.00% |       95.59% |   4.8042e-06 |       0.2935 |      1.0000e-04 |
|     175 |        9750 |       09:48:50 |      100.00% |       97.06% |   2.4677e-05 |       0.2862 |      1.0000e-04 |
|     175 |        9780 |       09:50:40 |      100.00% |       97.06% |   1.8835e-06 |       0.2945 |      1.0000e-04 |
|     175 |        9800 |       09:51:54 |      100.00% |              |   3.2664e-05 |              |      1.0000e-04 |
|     176 |        9810 |       09:52:34 |      100.00% |       97.06% |   1.1444e-06 |       0.2868 |      1.0000e-04 |
|     176 |        9840 |       09:54:25 |      100.00% |       97.06% |   1.1206e-05 |       0.2919 |      1.0000e-04 |
|     176 |        9850 |       09:55:00 |      100.00% |              |   1.6451e-06 |              |      1.0000e-04 |
|     177 |        9870 |       09:56:14 |      100.00% |       97.06% |   2.4080e-06 |       0.2936 |      1.0000e-04 |
|     177 |        9900 |       09:58:06 |      100.00% |       97.06% |   1.2517e-06 |       0.2942 |      1.0000e-04 |
|     178 |        9930 |       09:59:54 |      100.00% |       95.59% |   6.6757e-07 |       0.2941 |      1.0000e-04 |
|     178 |        9950 |       10:01:05 |      100.00% |              |   2.3604e-06 |              |      1.0000e-04 |
|     178 |        9960 |       10:01:43 |      100.00% |       97.06% |   1.5044e-05 |       0.2923 |      1.0000e-04 |
|     179 |        9990 |       10:03:33 |      100.00% |       97.06% |   3.3260e-06 |       0.3010 |      1.0000e-04 |
|     179 |       10000 |       10:04:08 |      100.00% |              |   5.2810e-06 |              |      1.0000e-04 |
|     179 |       10020 |       10:05:20 |      100.00% |       97.06% |   2.9802e-07 |       0.2880 |      1.0000e-04 |
|     180 |       10050 |       10:07:07 |      100.00% |       95.59% |   4.4585e-06 |       0.2962 |      1.0000e-04 |
|     180 |       10080 |       10:08:56 |      100.00% |       97.06% |   3.4488e-05 |       0.2882 |      1.0000e-04 |
|     181 |       10100 |       10:10:06 |      100.00% |              |   7.7486e-07 |              |      1.0000e-04 |
|     181 |       10110 |       10:10:43 |      100.00% |       97.06% |   2.2888e-06 |       0.2799 |      1.0000e-04 |
|     182 |       10140 |       10:12:31 |      100.00% |       97.06% |   6.1751e-06 |       0.3027 |      1.0000e-04 |
|     182 |       10150 |       10:13:06 |      100.00% |              |   2.8610e-06 |              |      1.0000e-04 |
|     182 |       10170 |       10:14:20 |      100.00% |       97.06% |   7.4864e-06 |       0.2908 |      1.0000e-04 |
